Zone,Nom,Catégorie,Statut,Adresse,Latitude,Longitude,Image
Préfecture d'arrondissements de Ben M'sick,Pharmacie Laaziza,Parapharmacie,Formel,Rue 41,33.5360269,-7.5518963,icons/pharmacy.png
Préfecture d'arrondissements de Ben M'sick,Pharmacie Al Fadila,Parapharmacie,Formel,Boulevard du Golan,33.537546,-7.5516106,icons/pharmacy.png
Préfecture d'arrondissements de Ben M'sick,Pharmacie Salmia,Parapharmacie,Formel,Boulevard du Golan,33.5384537,-7.5553362,icons/pharmacy.png
Préfecture d'arrondissements de Ben M'sick,Pharmacie Tessema,Parapharmacie,Formel,Boulevard du Golan,33.5436056,-7.5614248,icons/pharmacy.png
Préfecture d'arrondissements de Ben M'sick,Pharmacie Essa-Egh,Parapharmacie,Formel,Rue 18,33.5401863,-7.5512499,icons/pharmacy.png
Lahraouyine,Pharmacie Ksikes,Parapharmacie,Formel,Avenue du 10 Mars 1982,33.5423068,-7.542302,icons/pharmacy.png
Arrondissement de Sidi Othmane,Parapharmacie sans nom,Parapharmacie,Formel,Boulevard Anoual,33.5652373,-7.5687821,icons/pharmacy.png
Arrondissement de Sidi Othmane,Parapharmacie sans nom,Parapharmacie,Formel,Rue 5,33.5681862,-7.5687861,icons/pharmacy.png
Arrondissement de Sidi Othmane,Parapharmacie sans nom,Parapharmacie,Formel,Boulevard du Nil,33.5659759,-7.5646207,icons/pharmacy.png
Arrondissement de Sidi Othmane,Parapharamacie Chemsi,Parapharmacie,Formel,Rue 66,33.5667453,-7.5675845,icons/pharmacy.png
Arrondissement de Sidi Belyout,Café Aloha,Café,Formel,Rue Zerhoune,33.5848954,-7.6147637,icons/cafe.png
Arrondissement de Sidi Belyout,Pharmacie Populaire,Parapharmacie,Formel,Rue Hadj Omar Riffi,33.5856143,-7.6138653,icons/pharmacy.png
Arrondissement de Sidi Belyout,Pizzeria Coin Four,Restaurant,Formel,Rue Ichbilia,33.5865805,-7.6126799,icons/restaurant.png
Ancienne Medina,Snack Canizares,Supérette / Mini-market,Formel,Rue el Brihi Ahmed,33.5872307,-7.6111475,icons/convenience.png
Ancienne Medina,Parapharmacie sans nom,Parapharmacie,Formel,Rue el Brihi Ahmed,33.5879781,-7.6086537,icons/pharmacy.png
Arrondissement de Sidi Othmane,Café Lucca El Ghazali,Café,Formel,Rue 58,33.5677929,-7.5606577,icons/cafe.png
Arrondissement de Sidi Othmane,Parapharmacie sans nom,Parapharmacie,Formel,Boulevard des Forces Auxiliaires,33.5687204,-7.5599147,icons/pharmacy.png
Arrondissement de Moulay Rachid,Pharmacie Tawdi,Parapharmacie,Formel,Pharmacie Tawdi,33.5734001,-7.5534868,icons/pharmacy.png
Arrondissement de Moulay Rachid,Café La Canyada,Café,Formel,Café La Canyada,33.5743744,-7.5580466,icons/cafe.png
Arrondissement de Moulay Rachid,Mister Tacos,Restaurant,Formel,Mister Tacos,33.5732368,-7.5600154,icons/restaurant.png
Arrondissement de Moulay Rachid,Café Oum Erabia,Café,Formel,Café Oum Erabia,33.5698423,-7.5575115,icons/cafe.png
Arrondissement de Moulay Rachid,Pharmacie Essafa,Parapharmacie,Formel,Pharmacie Essafa,33.569478,-7.5571883,icons/pharmacy.png
Moulay Rachid,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.566928,-7.5459391,icons/pharmacy.png
Arrondissement de Sidi Othmane,Pharmacie Ibn Zahr,Parapharmacie,Formel,Boulevard du Nil,33.5584382,-7.5690745,icons/pharmacy.png
Arrondissement de Moulay Rachid,Pharmacie Lamrissi,Parapharmacie,Formel,Pharmacie Lamrissi,33.5623865,-7.5410038,icons/pharmacy.png
Arrondissement de Moulay Rachid,Café Canarias,Café,Formel,Café Canarias,33.5629184,-7.539475,icons/cafe.png
Arrondissement de Moulay Rachid,Pharmacie Lamrissi,Parapharmacie,Formel,Pharmacie Lamrissi,33.5627486,-7.5397673,icons/pharmacy.png
Arrondissement de Moulay Rachid,Café Du Capitan,Café,Formel,Café Du Capitan,33.5617942,-7.5413981,icons/cafe.png
Arrondissement de Moulay Rachid,Pharmacie Kamareddine,Parapharmacie,Formel,Pharmacie Kamareddine,33.5626681,-7.5439918,icons/pharmacy.png
Arrondissement de Moulay Rachid,Café Rojayne,Café,Formel,Café Rojayne,33.558598,-7.5465936,icons/cafe.png
Hay Mohammadi,Pharmacie El Houria,Parapharmacie,Formel,Avenue Chaouki Jilali Meskini,33.5841955,-7.5579688,icons/pharmacy.png
Hay Mohammadi,Pharmacie El AHD El Jadid,Parapharmacie,Formel,Boulevard de la Grande Ceinture,33.5814694,-7.5632876,icons/pharmacy.png
Arrondissement de Moulay Rachid,Parapharmacie sans nom,Parapharmacie,Formel,Boulevard Al Aqid El Allam,33.5555291,-7.5470468,icons/pharmacy.png
Arrondissement de Moulay Rachid,Pharmacie Al Falah,Parapharmacie,Formel,Boulevard Al Aqid El Allam,33.5583991,-7.5495037,icons/pharmacy.png
Ancienne Medina,Café Monsieur,Café,Formel,Boulevard Rahal El Meskini,33.5877075,-7.6142021,icons/cafe.png
Ancienne Medina,Pharmacie de Lorraine,Parapharmacie,Formel,Boulevard Rahal El Meskini,33.5876576,-7.6144999,icons/pharmacy.png
Ancienne Medina,Asia Supermarché,Supermarché,Formel,Boulevard Rahal El Meskini,33.588586,-7.6110077,icons/supermarket.png
Arrondissement de Sidi Othmane,Café Al Horia,Café,Formel,Avenue du 10 Mars 1982,33.5640158,-7.5694406,icons/cafe.png
Arrondissement de Moulay Rachid,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.5547915,-7.5345102,icons/pharmacy.png
Sidi Othmane,Parapharmacie sans nom,Parapharmacie,Formel,Avenue du Commandant Idriss Elharti,33.557046,-7.5588037,icons/pharmacy.png
Arrondissement de Sidi Othmane,Café Chabab,Restaurant,Formel,Avenue du 10 Mars 1982,33.5618099,-7.5656694,icons/restaurant.png
Arrondissement de Sidi Othmane,Parapharmacie sans nom,Parapharmacie,Formel,Avenue du 10 Mars 1982,33.5622993,-7.5662756,icons/pharmacy.png
Préfecture d'arrondissements de Ben M'sick,Pharmacie el Hanaa,Parapharmacie,Formel,Boulevard de l'Unité Africaine,33.5570658,-7.5818767,icons/pharmacy.png
Préfecture d'arrondissements de Ben M'sick,Pharmacie Para,Parapharmacie,Formel,Boulevard Abou Horaira,33.5576861,-7.5796075,icons/pharmacy.png
Arrondissement d'Al Fida,Parapharmacie sans nom,Parapharmacie,Formel,Boulevard Abdellah Senhaji,33.5646115,-7.5879666,icons/pharmacy.png
Arrondissement de Sidi Othmane,Pharmacie el Othmania,Parapharmacie,Formel,Boulevard Abou Horaira,33.5627982,-7.5705381,icons/pharmacy.png
Préfecture d'arrondissements de Ben M'sick,Pharmacie Calogera,Parapharmacie,Formel,Rue 73,33.5584983,-7.5864208,icons/pharmacy.png
Arrondissement de Sidi Othmane,Café Rostou,Café,Formel,Boulevard Abou Horaira,33.5619356,-7.5719364,icons/cafe.png
Arrondissement de Sidi Belyout,Pharmacie Mersultan,Parapharmacie,Formel,Avenue Mers Sultan,33.5839923,-7.6155918,icons/pharmacy.png
Ancienne Medina,Café Les Alpes,Café,Formel,Boulevard de la Liberté,33.5869275,-7.6119141,icons/cafe.png
Bachkou,Cafe Le 13,Café,Formel,Rue 1,33.5553235,-7.6269016,icons/cafe.png
Arrondissement des Roches noires,L'Araignee,Restaurant,Formel,Boulevard Hassan Alaoui,33.5783371,-7.5884742,icons/restaurant.png
Bachkou,Porte Californie,Parapharmacie,Formel,Route de La Mecque,33.5596798,-7.6287738,icons/pharmacy.png
L'Hermitage,Para & Pharmacie Merieux,Parapharmacie,Formel,Boulevard Abdelmoumen,33.5673158,-7.6260406,icons/pharmacy.png
Derb Ghallef درب غلف,Pharmacie Abdelmoumen,Parapharmacie,Formel,Boulevard Abdelmoumen,33.5764002,-7.6259212,icons/pharmacy.png
Palmiers,Parapharmacie sans nom,Parapharmacie,Formel,Boulevard Abdelmoumen,33.5816236,-7.6244299,icons/pharmacy.png
Bachkou,Pizza Hut,Restaurant,Formel,Boulevard Taddart,33.5559918,-7.6280361,icons/restaurant.png
Bachkou,Pharmacie Taddart,Parapharmacie,Formel,Route de Taddart,33.5563383,-7.624332,icons/pharmacy.png
Bachkou,Restaurant Sushing,Restaurant,Formel,Route de Taddart,33.5552927,-7.6239109,icons/restaurant.png
Bachkou,La Goyave,Café,Formel,Route de Taddart,33.5543439,-7.6237741,icons/cafe.png
Maârif,Para & Pharmacie,Parapharmacie,Formel,Boulevard Ibrahim Roudani,33.5873383,-7.6281434,icons/pharmacy.png
Palmiers,Café Al Amana,Café,Formel,Rue Ibnou Bouraid,33.583915,-7.6283175,icons/cafe.png
Palmiers,Café Club,Café,Formel,Café Club,33.5828766,-7.6294366,icons/cafe.png
Ancienne Medina,Cremerie Cadillac,Restaurant,Formel,Boulevard de Paris,33.593863,-7.6215278,icons/restaurant.png
Arrondissement de Sidi Belyout,Espace Café,Café,Formel,Rue Al Woroud,33.5845274,-7.6211093,icons/cafe.png
Arrondissement de Sidi Belyout,Dragon Rouge,Restaurant,Formel,Rue Mostafa Al Maani,33.5866702,-7.6195295,icons/restaurant.png
Arrondissement de Sidi Belyout,Café Élite,Café,Formel,Rue Mostafa Al Maani,33.5867395,-7.6191245,icons/cafe.png
Ancienne Medina,Glacier Cafeteria Tasman,Café,Formel,Rue Omarslaoui,33.5871897,-7.6202121,icons/cafe.png
Ancienne Medina,Tacos Paco's,Restaurant,Formel,Rue Omarslaoui,33.5873919,-7.6200056,icons/restaurant.png
Ancienne Medina,McDonald's,Restaurant,Formel,Avenue Mers Sultan,33.5881192,-7.6175943,icons/restaurant.png
Arrondissement de Sidi Belyout,Pharmacie Principale,Parapharmacie,Formel,Avenue Mers Sultan,33.5876567,-7.6174173,icons/pharmacy.png
Arrondissement de Sidi Belyout,Brasserie Soleil,Café,Formel,Rue Tarrablous,33.5877405,-7.6189394,icons/cafe.png
Arrondissement de Sidi Belyout,Restaurant Anfa,Restaurant,Formel,Rue Allal Al Fassi,33.587965,-7.6181281,icons/restaurant.png
Arrondissement de Sidi Belyout,Café Faracha,Café,Formel,Rue Allal Al Fassi,33.5879583,-7.6182568,icons/cafe.png
Arrondissement de Sidi Belyout,Café la Palmerale,Café,Formel,Rue Allal Al Fassi,33.5879494,-7.6185545,icons/cafe.png
Arrondissement de Sidi Belyout,Chawarmati,Restaurant,Formel,Rue Allal Al Fassi,33.5879293,-7.6187316,icons/restaurant.png
Arrondissement de Sidi Belyout,Le Triangle,Restaurant,Formel,Rue Allal Al Fassi,33.5879136,-7.6188844,icons/restaurant.png
Arrondissement de Sidi Belyout,Café Le Capitole,Café,Formel,Rue Allal Al Fassi,33.5879025,-7.6191325,icons/cafe.png
Ancienne Medina,Midi Grill,Restaurant,Formel,Rue Omarslaoui,33.5882734,-7.6191768,icons/restaurant.png
Ancienne Medina,Génial,Restaurant,Formel,Boulevard de Paris,33.5939764,-7.6212837,icons/restaurant.png
Ancienne Medina,Pharmacie Minuit,Parapharmacie,Formel,Boulevard de Paris,33.5934804,-7.6201545,icons/pharmacy.png
Ancienne Medina,Parisienne,Parapharmacie,Formel,Avenue Hassan II,33.5897899,-7.6195932,icons/pharmacy.png
Ancienne Medina,Fish,Restaurant,Formel,Rue Omarslaoui,33.5884516,-7.6189864,icons/restaurant.png
Ancienne Medina,VIP Ole Cafe,Café,Formel,Rue Lieutenent Berger,33.5885756,-7.6196589,icons/cafe.png
Ancienne Medina,Cafe Nadif,Café,Formel,Rue Lieutenent Berger,33.588751,-7.619964,icons/cafe.png
Arrondissement de Sidi Belyout,Pharmacie du Parc,Parapharmacie,Formel,Avenue Hassan II,33.5872545,-7.6211335,icons/pharmacy.png
Ancienne Medina,Woody Chay Pizza,Restaurant,Formel,Rue Omarslaoui,33.58644,-7.6212743,icons/restaurant.png
Ancienne Medina,Sushi Kiosque,Restaurant,Formel,Rue Omarslaoui,33.5863831,-7.6213648,icons/restaurant.png
Arrondissement de Sidi Belyout,Café Fiori,Café,Formel,Avenue Hassan II,33.5862713,-7.6216806,icons/cafe.png
Arrondissement de Sidi Belyout,Para & Parapharmacie Oliveri,Parapharmacie,Formel,Rue Ibn Tofail,33.5848798,-7.6240269,icons/pharmacy.png
Arrondissement de Sidi Belyout,La Rotonde,Restaurant,Formel,Boulevard Mohamed Zerktouni,33.5835632,-7.6231066,icons/restaurant.png
Arrondissement de Sidi Belyout,Red Coffee,Café,Formel,Boulevard Mohamed Zerktouni,33.583428,-7.6228702,icons/cafe.png
Arrondissement de Sidi Belyout,Pizzaria le Drapeau,Restaurant,Formel,Rue Errommene,33.5837218,-7.6222828,icons/restaurant.png
Arrondissement de Sidi Belyout,El Presto,Café,Formel,Rue Mostafa Al Maani,33.5853457,-7.6211469,icons/cafe.png
Arrondissement de Sidi Belyout,Café Icarus,Café,Formel,Rue Mostafa Al Maani,33.585291,-7.6211999,icons/cafe.png
Arrondissement de Sidi Belyout,Café Panam,Café,Formel,Rue Al Woroud,33.5851156,-7.6208572,icons/cafe.png
Arrondissement de Sidi Belyout,La Fontaine à Jus,Café,Formel,Rue Al Woroud,33.5850083,-7.6209129,icons/cafe.png
Arrondissement de Sidi Belyout,Pharmacie Mercure,Parapharmacie,Formel,Rue Darâa,33.5849916,-7.6210879,icons/pharmacy.png
Arrondissement de Sidi Belyout,Cafétéria Tassili,Café,Formel,Rue Saad Ben Abi Waqqas,33.5844994,-7.6213132,icons/cafe.png
Arrondissement de Sidi Belyout,Meson Asador,Restaurant,Formel,Rue Al Woroud,33.5847519,-7.6210168,icons/restaurant.png
Arrondissement de Sidi Belyout,Los Olivos,Restaurant,Formel,Rue El Haman,33.5846997,-7.6204271,icons/restaurant.png
Arrondissement de Sidi Belyout,Ballon Ovale,Café,Formel,Rue Agadir,33.5836123,-7.6196985,icons/cafe.png
Arrondissement de Sidi Belyout,Snack City,Supérette / Mini-market,Formel,Rue Darâa,33.5850687,-7.621232,icons/convenience.png
L'Oasis,Parapharmacie sans nom,Parapharmacie,Formel,Boulevard Abderrahim Bouabid,33.5592451,-7.6384109,icons/pharmacy.png
Mohammédia,Pharmacie Chabab صيدلية الشباب,Parapharmacie,Formel,"Boulevard Al Horriya, MOHAMMEDIA",33.6865769,-7.3892151,icons/pharmacy.png
Mohammédia,Pharmacie Mohammedia صيدلية المحمدية,Parapharmacie,Formel,"Boulevard Achorfa, Mohammedia",33.6836696,-7.3930492,icons/pharmacy.png
Mohammédia,Pharmacie El Hassania صيدلية الحسانية,Parapharmacie,Formel,Mohammédia المحمدية,33.677093,-7.393481,icons/pharmacy.png
Mohammédia,Pharmacie Cadi Tazi صيدلية القاضي التازي,Parapharmacie,Formel,"Boulevard Cadi Tazi, Mohammedia",33.6787291,-7.3960425,icons/pharmacy.png
Mohammédia,Pharmacie Imane صيدلية إيمان,Parapharmacie,Formel,"Boulevard De La Resistance, Mohammédia المحمدية",33.679016,-7.3916839,icons/pharmacy.png
Mohammédia,Pharmacie Mesbahiate صيدلية المصباحيات,Parapharmacie,Formel,"Boulevard Cadi Tazi, Mohammédia المحمدية",33.674756,-7.3962222,icons/pharmacy.png
Mohammédia,Pharmacie Jamila صيدلية جميلة,Parapharmacie,Formel,"Boulevard de Tadla, Mohammédia المحمدية",33.6840168,-7.3866677,icons/pharmacy.png
Palmiers,Pharmacie de L'opera,Parapharmacie,Formel,Rue Mohamed Bahi,33.580465,-7.6331471,icons/pharmacy.png
Palmiers,Café Bleu-Blanc,Café,Formel,Rue Al Mortada,33.5829219,-7.6307144,icons/cafe.png
Maârif,Speedy Pizza,Restaurant,Formel,Boulevard Ibrahim Roudani,33.5829487,-7.6325181,icons/restaurant.png
Maârif,Treff Restaurant,Restaurant,Formel,Boulevard Ibrahim Roudani,33.5852524,-7.6301752,icons/restaurant.png
Maârif,Parapharmacie sans nom,Parapharmacie,Formel,Boulevard Ibrahim Roudani,33.5846692,-7.6308243,icons/pharmacy.png
Palmiers,Pharmacie du Palmier,Parapharmacie,Formel,Boulevard Mohamed Abdou,33.5825023,-7.6259098,icons/pharmacy.png
Maârif,Glacier Missouri,Café,Formel,Rue Mohamed Bahi,33.5802013,-7.6334944,icons/cafe.png
Maârif,Café de Nono,Café,Formel,Rue Mohamed Bahi,33.5798063,-7.6346713,icons/cafe.png
Palmiers,Bio Ice,Restaurant,Formel,Boulevard du 9 Avril,33.5810259,-7.6322009,icons/restaurant.png
Palmiers,Pharmacie du Louvre,Parapharmacie,Formel,Rue Al Mortada,33.5824498,-7.6306697,icons/pharmacy.png
Palmiers,Pizza House,Restaurant,Formel,Boulevard du 9 Avril,33.5826493,-7.6295794,icons/restaurant.png
Mohammédia,Pharmacie Moqawama صيدلية المقاومة,Parapharmacie,Formel,"Boulevard De La Resistance, Mohammédia المحمدية",33.6876032,-7.379985,icons/pharmacy.png
Al Fida,Pharmacie Hacha,Parapharmacie,Formel,Rue 5,33.5666766,-7.602578,icons/pharmacy.png
Palmiers,Pharmacie Ghalef,Parapharmacie,Formel,Rue Jabir Al Ansari,33.5773527,-7.6308055,icons/pharmacy.png
Palmiers,Café Palmier,Café,Formel,Rue Jabir Al Ansari,33.5783147,-7.630255,icons/cafe.png
Derb Ghallef درب غلف,Droguerie Al Mal,Parapharmacie,Formel,Droguerie Al Mal,33.5759608,-7.6318585,icons/pharmacy.png
Palmiers,Snack Abdou,Supérette / Mini-market,Formel,Zanqat 35,33.5770497,-7.6330103,icons/convenience.png
Palmiers,Snack Amine,Supérette / Mini-market,Formel,Zanqat 35,33.5769276,-7.6332021,icons/convenience.png
Mers Sultan,Pharmacie Kastalani,Parapharmacie,Formel,Rue Daoud el Antaki,33.5737722,-7.6077627,icons/pharmacy.png
Riviera,Pharmacie Jerrada,Parapharmacie,Formel,Boulevard Abderrahim Bouabid,33.5627318,-7.6429452,icons/pharmacy.png
Beauséjour,Clic Resto,Restaurant,Formel,Clic Resto,33.5692119,-7.6464826,icons/restaurant.png
CIL,Snack Wassila,Restaurant,Formel,Snack Wassila,33.572345,-7.6488023,icons/restaurant.png
Beauséjour,Pizza Hut,Restaurant,Formel,Boulevard Ghandi,33.5705797,-7.6460968,icons/restaurant.png
Mohammédia,Pharmacie Boulevard Hassan II صيدلية شارع الحسن الثاني,Parapharmacie,Formel,"Boulevard Hassan II, Mohammedia",33.6912566,-7.3941663,icons/pharmacy.png
Cité Plateau,Snack Aloum,Supérette / Mini-market,Formel,Boulevard d'Anoual,33.569411,-7.6285833,icons/convenience.png
Cité Plateau,Pharmacie Aloum,Parapharmacie,Formel,Boulevard d'Anoual,33.569402,-7.6285002,icons/pharmacy.png
Derb Ghallef درب غلف,Para & Pharmacie Benzit,Parapharmacie,Formel,Para & Pharmacie Benzit,33.5702345,-7.6283842,icons/pharmacy.png
Derb Ghallef درب غلف,Pharmacie Attissir,Parapharmacie,Formel,Zanqat 93,33.5726269,-7.6290178,icons/pharmacy.png
Derb Ghallef درب غلف,Café Snack Al Hadaf,Café,Formel,Café Snack Al Hadaf,33.5725732,-7.6305762,icons/cafe.png
Derb Ghallef درب غلف,Salon Thé,Café,Formel,Zanqat 93,33.5725537,-7.6294597,icons/cafe.png
Derb Ghallef درب غلف,Snack Fixi,Supérette / Mini-market,Formel,Rue Abderrahman Zemmouri,33.5754778,-7.6263933,icons/convenience.png
Derb Ghallef درب غلف,Pharmacie Zaouia,Parapharmacie,Formel,Rue Al Maadane,33.5765622,-7.6278631,icons/pharmacy.png
