Nom,Catégorie,Statut,Adresse,Latitude,Longitude
Pharmacie Lamoriciere,Parapharmacie,Formel,Pharmacie Lamoriciere,33.5857775,-7.6186109
,Parapharmacie,Formel,,33.5951203,-7.6210892
Pharmacie Hatim,Parapharmacie,Formel,Pharmacie Hatim,33.5895212,-7.6172255
,Parapharmacie,Formel,,33.5924504,-7.6136528
,Parapharmacie,Formel,,33.5924795,-7.6134932
Grande Pharmacie de Paris,Parapharmacie,Formel,Grande Pharmacie de Paris,33.595585,-7.6148357
Grand Pharmacie Du Maroc,Parapharmacie,Formel,Grand Pharmacie Du Maroc,33.5928275,-7.6070351
,Parapharmacie,Formel,,33.5893755,-7.6080979
Majestic Drugstore,Parapharmacie,Formel,Majestic Drugstore,33.5911455,-7.6134483
Pharmacie de la Liberte,Parapharmacie,Formel,Pharmacie de la Liberte,33.5918762,-7.6162505
Pharmacie Des Archers,Parapharmacie,Formel,Pharmacie Des Archers,33.591922,-7.6157677
Pharmacie de la Poste,Parapharmacie,Formel,Pharmacie de la Poste,33.5927163,-7.6177713
Parapharmacie Para Bio,Parapharmacie,Formel,Parapharmacie Para Bio,33.5858502,-7.6212287
Pharmacie du Maârif,Parapharmacie,Formel,Pharmacie du Maârif,33.5811164,-7.6342629
Pharmacie Nadir,Parapharmacie,Formel,Pharmacie Nadir,33.5534202,-7.6452908
Pharmacie Morsad,Parapharmacie,Formel,Pharmacie Morsad,33.5156391,-7.6383841
Pharmacie Hay Bouchaa,Parapharmacie,Formel,Pharmacie Hay Bouchaa,33.517588,-7.6406653
Pharmacie ADA,Parapharmacie,Formel,Pharmacie ADA,33.5870031,-7.63157
Pharmacie Les Arènes صيدلية الميادين,Parapharmacie,Formel,Pharmacie Les Arènes صيدلية الميادين,33.5891514,-7.6350358
Pharmacie Universelle,Parapharmacie,Formel,Pharmacie Universelle,33.5808158,-7.6346035
Pharmacie Chaabi,Parapharmacie,Formel,Pharmacie Chaabi,33.5817616,-7.6370624
Pharmacie Hyper,Parapharmacie,Formel,Pharmacie Hyper,33.5858775,-7.6454385
Pharmacie Usivera Santi,Parapharmacie,Formel,Pharmacie Usivera Santi,33.5785377,-7.6428232
Pharmacie Al Mawlid,Parapharmacie,Formel,Pharmacie Al Mawlid,33.5746454,-7.6482694
Parapharmacie,Parapharmacie,Formel,Parapharmacie,33.5821107,-7.6394758
Pharmacie Socrate,Parapharmacie,Formel,Pharmacie Socrate,33.5781734,-7.6479355
Pharmacie Mandarona,Parapharmacie,Formel,Pharmacie Mandarona,33.5314513,-7.6483177
Pharmacie Rabii Al Moustakbal,Parapharmacie,Formel,Pharmacie Rabii Al Moustakbal,33.5306861,-7.645437
Pharmacie Tassnime,Parapharmacie,Formel,Pharmacie Tassnime,33.5279265,-7.6458621
,Parapharmacie,Formel,,33.5256402,-7.6451661
,Parapharmacie,Formel,,33.5333026,-7.6470939
Pharmacie Saber,Parapharmacie,Formel,Pharmacie Saber,33.5336413,-7.6483807
Pharamacie Florida,Parapharmacie,Formel,Pharamacie Florida,33.5377271,-7.6442018
Pharmacie Les Bureaux,Parapharmacie,Formel,Pharmacie Les Bureaux,33.5399829,-7.6444271
Pharmacie Yacoub El Mansour,Parapharmacie,Formel,Pharmacie Yacoub El Mansour,33.5753644,-7.6416698
Pharmacie Narjis,Parapharmacie,Formel,Pharmacie Narjis,33.5734403,-7.6449046
Pharmacie du Jura صيدلية جورا,Parapharmacie,Formel,Pharmacie du Jura صيدلية جورا,33.5838594,-7.6373593
,Parapharmacie,Formel,,33.6000192,-7.637562
,Parapharmacie,Formel,,33.5990643,-7.6196099
Pharmacie Lina,Parapharmacie,Formel,Pharmacie Lina,33.5193641,-7.6448467
Pharmacie Oum El Kheir,Parapharmacie,Formel,Pharmacie Oum El Kheir,33.5216085,-7.6432172
صيدلية لاجيروند,Parapharmacie,Formel,صيدلية لاجيروند,33.5838442,-7.599537
صيدلية حي النصر 2,Parapharmacie,Formel,صيدلية حي النصر 2,33.5341105,-7.5570706
Pharmacie El Mzabyine صيدلية المزابيين,Parapharmacie,Formel,Pharmacie El Mzabyine صيدلية المزابيين,33.5146151,-7.5904222
Para & Pharmacie Vélodrome,Parapharmacie,Formel,Para & Pharmacie Vélodrome,33.5914391,-7.6409462
Pharmacie Taha Houssine,Parapharmacie,Formel,Pharmacie Taha Houssine,33.5632216,-7.5910097
Parapharmacie Ibn Rochd,Parapharmacie,Formel,Parapharmacie Ibn Rochd,33.5808565,-7.6224722
Pharmacie Maurice Gaud,Parapharmacie,Formel,Pharmacie Maurice Gaud,33.5787585,-7.6214762
Pharmacie Les Lilas صيدلية ليلج,Parapharmacie,Formel,Pharmacie Les Lilas صيدلية ليلج,33.5791919,-7.6240387
Pharmacie Jawad,Parapharmacie,Formel,Pharmacie Jawad,33.5712168,-7.5594241
صيدلية التوحيد,Parapharmacie,Formel,صيدلية التوحيد,33.5709384,-7.5512541
Pharmacie Lina,Parapharmacie,Formel,Pharmacie Lina,33.5791635,-7.6032787
Para & Pharmacie Ziraoui صيدلية الزيراوي,Parapharmacie,Formel,Para & Pharmacie Ziraoui صيدلية الزيراوي,33.5955386,-7.6325736
pharmacie anbar,Parapharmacie,Formel,pharmacie anbar,33.5617131,-7.5987122
Pharmacie Nisrine,Parapharmacie,Formel,Pharmacie Nisrine,33.5664666,-7.572924
Pharmacy des generation,Parapharmacie,Formel,Pharmacy des generation,33.5960236,-7.6278348
Pharmacy assim,Parapharmacie,Formel,Pharmacy assim,33.5749092,-7.6026912
FHARMACIE DERB TOLBA,Parapharmacie,Formel,FHARMACIE DERB TOLBA,33.5708542,-7.5975232
Pharmacy mdiouna,Parapharmacie,Formel,Pharmacy mdiouna,33.5691338,-7.5958052
Para Godza,Parapharmacie,Formel,Para Godza,33.5701332,-7.6016622
Pharmacy Al Hoda,Parapharmacie,Formel,Pharmacy Al Hoda,33.5705185,-7.609777
Pharmacy & Para Chawi,Parapharmacie,Formel,Pharmacy & Para Chawi,33.5718536,-7.598381
Pharmacy 15 Ramadan,Parapharmacie,Formel,Pharmacy 15 Ramadan,33.5870056,-7.6080818
,Parapharmacie,Formel,,33.594167,-7.6113267
,Parapharmacie,Formel,,33.5947843,-7.6130662
,Parapharmacie,Formel,,33.6039137,-7.6335898
,Parapharmacie,Formel,,33.5764674,-7.6040215
,Parapharmacie,Formel,,33.5859544,-7.6165399
,Parapharmacie,Formel,,33.579046,-7.6059801
,Parapharmacie,Formel,,33.5900961,-7.6142756
Pharmacie wato صيدلية واطو,Parapharmacie,Formel,Pharmacie wato صيدلية واطو,33.5745662,-7.6303973
Pharmacie Kheops,Parapharmacie,Formel,Pharmacie Kheops,33.5886829,-7.6383703
Pharmacie des Champions - صيدلية الأبطال,Parapharmacie,Formel,Pharmacie des Champions - صيدلية الأبطال,33.5816075,-7.6436672
Pharmacie du Phare,Parapharmacie,Formel,Pharmacie du Phare,33.5932456,-7.6432234
Pharmacie Danton,Parapharmacie,Formel,Pharmacie Danton,33.5803173,-7.6375599
,Parapharmacie,Formel,,33.5784386,-7.6248457
,Parapharmacie,Formel,,33.5340268,-7.6359191
Pharmacie & Para Care Oasis,Parapharmacie,Formel,Pharmacie & Para Care Oasis,33.5550878,-7.6318495
Pharmacie Aymane,Parapharmacie,Formel,Pharmacie Aymane,33.5745137,-7.6368484
Pharmacie de l'Oasis,Parapharmacie,Formel,Pharmacie de l'Oasis,33.5564078,-7.6340383
Pâtisserie Al Barakata,Boutique de confiserie,Informel,Pâtisserie Al Barakata,33.5922717,-7.6058871
Petite épicerie,Boutique de confiserie,Informel,Petite épicerie,33.5947218,-7.6333943
,Boutique de confiserie,Informel,,33.575546,-7.6463768
Carrefour Casablanca,Supermarché,Formel,Casablanca,33.5731,-7.5898
Marjane Casablanca,Supermarché,Formel,Casablanca,33.5731,-7.5898
BIM Casablanca,Supermarché,Formel,Casablanca,33.5731,-7.5898
Acima Casablanca,Supermarché,Formel,Casablanca,33.5731,-7.5898
LabelVie Casablanca,Supermarché,Formel,Casablanca,33.5731,-7.5898
Paul Casablanca,Restaurant,Formel,Casablanca,33.5731,-7.5898
McDonald's Casablanca,Restaurant,Formel,Casablanca,33.5731,-7.5898
KFC Casablanca,Restaurant,Formel,Casablanca,33.5731,-7.5898
Brioche Dorée Casablanca,Restaurant,Formel,Casablanca,33.5731,-7.5898
Domino's Pizza Casablanca,Restaurant,Formel,Casablanca,33.5731,-7.5898
Starbucks Casablanca,Restaurant,Formel,Casablanca,33.5731,-7.5898
Subway Casablanca,Restaurant,Formel,Casablanca,33.5731,-7.5898
Pizza Hut Casablanca,Restaurant,Formel,Casablanca,33.5731,-7.5898
Auchan Casablanca,Supermarché,Formel,Casablanca,33.5731,-7.5898
La Vie Claire Casablanca,Restaurant,Formel,Casablanca,33.5731,-7.5898
Amoud Casablanca,Restaurant,Formel,Casablanca,33.5731,-7.5898
